celltype,tf,pval,pval_adj,mean_difference
cMono,HOXB1,9.35661235024751e-125,3.7745424822021205e-124,0.0014590260204155742
cMono,HOXB13,5.515291701932529e-132,2.49948326066304e-131,-0.0007758880797168596
cMono,HOXB2,9.733635887158933e-59,1.5222205902825644e-58,0.0011184979969801404
cMono,HOXB3,7.123552515402288e-07,7.853606034061528e-07,0.0003677195149586962
cMono,HOXB4,2.0045986479937587e-53,2.994246227367957e-53,0.0011595086642529721
cMono,HOXB5,1.861771400589966e-111,5.747207367038591e-111,0.0012666232390840838
cMono,HOXB6,2.4327354596552915e-79,4.5533625035727336e-79,0.0010710112413378214
cMono,HOXB7,1.5554059830212705e-72,2.733510514715599e-72,-0.00013602329138127402
cMono,HOXB8,3.608132604618347e-134,1.7387607348047691e-133,0.001779572589926122
cMono,HOXB9,3.5429453055394374e-65,5.840923762228329e-65,-0.0008447351565935672
cMono,HOXC10,1.125058518004033e-31,1.4719745966514683e-31,1.7152378825178788e-05
cMono,HOXC11,5.480675667707532e-117,1.8889707398409453e-116,-0.0010316677747343444
cMono,HOXC12,6.639624201508952e-29,8.478656804085172e-29,-2.9104986267791243e-05
cMono,HOXC13,9.367851518690089e-07,1.0306572177071224e-06,7.656190814793289e-05
cMono,HOXC4,0.7957858826762361,0.801051006663697,0.0003110139301703962
cMono,HOXC5,7.858808220052505e-217,2.0924076885889793e-215,0.00035771986254752635
cMono,HOXC6,0.9246039845550647,0.9254729732623532,0.00039565652652543207
cMono,HOXC8,1.2869520123904217e-79,2.417290816923808e-79,0.001086303486700392
cMono,HOXC9,9.434321267921965e-85,1.8921943785945185e-84,-0.0012614356016865426
cMono,HOXD1,1.093596736847389e-24,1.3637945254595658e-24,0.0007194801737213687
cMono,HOXD10,1.7533270306411952e-212,4.059333233984507e-211,0.0004109778740289975
cMono,HOXD11,4.0336726087685654e-51,5.876691283636829e-51,-0.0005970132514215021
cMono,HOXD12,2.3861946165208725e-118,8.414891611240826e-118,-0.0012649749470186496
cMono,HOXD13,4.0494119715071927e-109,1.1979510415708778e-108,-0.0005203921925000079
cMono,HOXD3,1.2140724945065058e-32,1.5943122153507134e-32,0.001056576719701028
cMono,HOXD4,5.301627098060169e-118,1.857313440603316e-117,0.0013360210881388432
cMono,HOXD8,1.0911615917881248e-134,5.405056256996991e-134,0.0018360669807070892
cMono,HOXD9,0.7082880532861169,0.7150016841229522,0.00017608209747766758
cMono,HSF1,3.719219995286162e-70,6.451090056970298e-70,-0.00015531464863721353
cMono,HSF2,1.095259737112267e-82,2.1402782018799347e-82,-0.0002635213661742082
cMono,HSF4,1.7994289642626825e-31,2.3514010391898856e-31,2.6264626449210016e-05
cMono,HSF5,8.100180232235033e-49,1.1673466775819094e-48,-0.000760452155083087
cMono,HSFY1,2.11405624030712e-115,7.035843424772134e-115,-0.0012146812940738994
cMono,HSFY2,5.943839169166827e-79,1.10474497646818e-78,-0.0006544394930758715
cMono,IKZF3,0.012050296798186057,0.01271909424189113,3.603135062860835e-05
cMono,INSM1,1.6279381400762574e-65,2.687990882451495e-65,-0.00030476835188535806
cMono,IRF1,6.719856186403936e-70,1.1617933179415895e-69,-0.006920294987066922
cMono,IRF2,3.876444729313163e-183,4.914778138950617e-182,-0.003287972557880839
cMono,IRF3,2.0831602443915074e-163,1.8643408909890383e-162,-0.005027066621200366
cMono,IRF4,6.984033411369425e-115,2.2956776491075428e-114,0.0024179414699791735
cMono,IRF5,1.7888670485640371e-141,1.0354040253916845e-140,-0.004623209801154424
cMono,IRF6,4.506189701067493e-149,3.1366614585861964e-148,-0.0026692636542090115
cMono,IRF7,1.7837528100423646e-118,6.332322475650394e-118,-0.005150120574963585
cMono,IRF8,1.5298462775952828e-60,2.4209305878736645e-60,-0.00618745394880893
cMono,IRF9,6.592457709845778e-82,1.2742227696888843e-81,-0.00633225673156293
cMono,IRX1,8.665558237960564e-10,9.849327132794023e-10,0.00020783192001186043
cMono,IRX2,0.018741411032357113,0.019742435953966693,-4.296647597566705e-05
cMono,IRX3,2.087085365199743e-24,2.596665787310428e-24,-0.00025041915986316957
cMono,IRX4,4.801750800866039e-55,7.26401222006013e-55,-0.00013330025391273875
cMono,IRX5,3.813158540036213e-29,4.886899933981428e-29,0.00039341492211192666
cMono,IRX6,1.329465699203026e-49,1.9237513174609003e-49,-0.00041583186092377517
cMono,ISL1,2.3890607633590923e-73,4.212499524797075e-73,-0.00019940127024284057
cMono,ISL2,6.195646104215868e-95,1.428217121426385e-94,-0.0002458610403666831
cMono,ISX,0.0023801988925178062,0.002539991804139743,0.00014902312403280472
cMono,JDP2,1.8500999031871813e-189,2.662643779586957e-188,0.017189254288992706
cMono,JUN,7.517917314817342e-174,7.773380524544144e-173,0.0026963503884902124
cMono,JUNB,8.598380050392628e-189,1.2049045728510724e-187,0.017842135369520284
cMono,JUND,1.1238007678070417e-193,1.7863400264395514e-192,0.008709100790351892
cMono,KDM2A,9.925513255930888e-133,4.595944181550607e-132,-0.0006750058940374823
cMono,KDM2B,1.641618004579739e-76,2.9784040457877714e-76,-0.0005008918207753052
cMono,KLF1,4.3766482393784507e-88,9.15742706274666e-88,-0.0012221456565665867
cMono,KLF10,3.342149885251066e-76,6.043106329019331e-76,-0.0007160195357113833
cMono,KLF11,1.3072577073741084e-116,4.4622739049789276e-116,-0.0016959016935464873
cMono,KLF12,1.5718668177031087e-110,4.7966709480051887e-110,-0.0017620172425329844
cMono,KLF13,1.428162061250575e-84,2.8536446439622188e-84,-0.0010982569159181874
cMono,KLF14,5.582955526930713e-109,1.6470492066983963e-108,-0.002000378490795665
cMono,KLF15,1.2492008755809774e-129,5.430199724464249e-129,-0.0017757671752767351
cMono,KLF16,1.1183716542249479e-61,1.7883871047290833e-61,-0.0005077523974486818
cMono,KLF17,6.780282996850827e-29,8.647905858258839e-29,-0.0006745788823092416
cMono,KLF2,5.023315381183747e-90,1.0785949356775586e-89,-0.0013080516080290483
cMono,KLF3,2.858075909133843e-85,5.797811129957224e-85,-0.000776380918723063
cMono,KLF4,4.332154450470409e-27,5.460052650592882e-27,-0.0003608846988309459
cMono,KLF5,6.080775841376933e-103,1.6109518087229934e-102,-0.0009537957294930982
cMono,KLF6,5.4013761805841046e-73,9.508207656730697e-73,-0.000585934021613839
cMono,KLF7,2.869978969294861e-101,7.312266991145997e-101,-0.001314293438878858
cMono,KLF8,9.522076627061138e-84,1.87796511255928e-83,-0.0005532338061924481
cMono,KLF9,2.448756222486947e-27,3.0899589774272495e-27,-0.0005140064792455755
cMono,KMT2A,1.1881755039144553e-105,3.295330499137747e-105,-0.0005694809927726807
cMono,LBX1,1.6645245309612408e-17,2.0008110896994598e-17,-0.00017705413352885405
cMono,LBX2,1.1317299435915625e-91,2.471090547515525e-91,-0.00036436861599553616
cMono,LCOR,3.015004088226816e-96,7.0726417488140065e-96,-0.00015478036294300657
cMono,LCORL,0.007819881379542894,0.008278502653293421,8.3076462250916e-05
cMono,LEF1,5.590863187037644e-61,8.873724730544099e-61,-0.003298280020555225
cMono,LHX1,5.983247822925297e-126,2.460293023712526e-125,0.0008601351191333644
cMono,LHX2,0.0011868943589052065,0.001269118968106471,6.695871879084953e-05
cMono,LHX3,6.778300365837201e-12,7.880884158970108e-12,0.0005690646965137852
cMono,LHX4,3.4669209855550184e-33,4.569642140613978e-33,0.0006660280220654319
cMono,LHX5,1.7997618954353938e-06,1.9719613360480393e-06,0.000537652335693241
cMono,LHX6,3.9247796635646136e-94,8.893383705736837e-94,-0.00019135734747885956
cMono,LHX8,0.9188272516449002,0.9214228088529366,0.00019941097127558477
cMono,LHX9,2.019113620727765e-93,4.517554634611491e-93,-0.00038939065264245124
cMono,LIN28B,1.7468369710087127e-122,6.644219193300996e-122,-0.0020983110843447034
cMono,LIN54,1.485610255309465e-152,1.0987325846559585e-151,-0.001738693051481402
cMono,LMX1A,2.9315451109824935e-08,3.282960613245379e-08,-2.63918121770762e-05
cMono,LMX1B,0.002236362285373822,0.002388892511457493,0.00047225035031182167
cMono,MAF,7.517760133616184e-21,9.192209577842982e-21,0.000236595595770394
cMono,MAFA,2.9341214065206045e-212,6.6485942509456246e-211,0.0007857446844711929
cMono,MAFB,1.714859366989713e-178,2.0520508155551057e-177,0.013507283559648364
cMono,MAFF,5.99193604871004e-176,6.6473040540377e-175,0.013551706614101627
cMono,MAFG,7.498221970053737e-175,8.066269088997202e-174,0.009945682497261132
cMono,MAFK,6.644082565494783e-179,8.040849923013573e-178,0.008002701579589794
cMono,MAX,2.8155588954447437e-64,4.613184959459465e-64,0.0003104588114962725
cMono,MAZ,1.7931026343608217e-118,6.344366463768356e-118,-0.0012811649510709525
cMono,MBNL2,2.6303901481788652e-133,1.2395422600931378e-132,-0.0010266408987786805
cMono,MECOM,1.4564238780267734e-58,2.2643670512387064e-58,-0.0017683543429678483
cMono,MECP2,4.496641098856105e-58,6.940467783017031e-58,-0.0008797989649090045
cMono,MEF2A,2.952314893938743e-104,8.000547995024837e-104,-0.0006438142099833063
cMono,MEF2B,7.744339123571704e-11,8.91645531524742e-11,-1.9802955714767062e-05
cMono,MEF2C,2.8617439007053004e-110,8.683069100430612e-110,-0.0006726921729623791
cMono,MEF2D,1.2219394769625752e-53,1.8277605940521666e-53,-0.0009770602525510808
cMono,MEIS1,1.2821461971336349e-06,1.4091699689858836e-06,0.0001241987826173501
cMono,MEIS2,6.813902923988751e-54,1.0206479063358678e-53,-0.0013911116573932375
cMono,MEIS3,2.5190000290896303e-51,3.685075592006121e-51,-0.001308107630699877
cMono,MEOX1,0.2598483533749083,0.2671221007184144,5.802252171000291e-05
cMono,MEOX2,1.8471892585702668e-117,6.428943007769066e-117,-0.0003987609018846032
cMono,MESP1,3.0740564876736194e-64,5.028986419926889e-64,-0.0031356776464066816
cMono,MESP2,1.233865325786572e-07,1.3745466233919448e-07,0.00019838688542661576
cMono,MGA,1.45573139445017e-46,2.056172327704816e-46,-0.00128369837655401
cMono,MITF,9.527712105054632e-68,1.613197677564894e-67,0.0009350824773611821
cMono,MIXL1,7.222403170664608e-07,7.954353026636823e-07,0.0002772954136896753
cMono,MLX,7.119836905430732e-24,8.837559795202483e-24,-0.00018074266581472043
cMono,MLXIP,1.055707272983648e-30,1.3711320069848598e-30,-0.0002531618769602492
cMono,MLXIPL,0.6114369933999952,0.6195817297535632,-0.0003322264378031736
cMono,MNT,4.20144957142025e-68,7.125069734972239e-68,-0.00042716256588826856
cMono,MNX1,2.6659037670999294e-22,3.28609665736276e-22,0.0007174982949168969
cMono,MSANTD3,0.11540004734908298,0.11966996146716005,0.00021532411367067034
cMono,MSC,6.09827102668151e-123,2.3446421095363926e-122,-0.0019901373720890153
cMono,MSGN1,3.60434410335349e-138,1.9685263949084443e-137,0.0008899871514239585
cMono,MSX1,7.739159461723266e-99,1.881781923912164e-98,0.0012649325908151814
cMono,MSX2,1.2557047908928173e-100,3.146648476002001e-100,0.0004867448079172434
cMono,MTF1,1.021553855357608e-89,2.189043975766303e-89,-0.001313538604273544
cMono,MTF2,5.831007474566724e-144,3.568978712881357e-143,-0.0008991494160117477
cMono,MXI1,4.218844793520772e-94,9.539426125476903e-94,-0.0005401988543716277
cMono,MYB,3.218977680748076e-112,1.0112717492615635e-111,0.0006680893929212469
cMono,MYBL1,3.707558366196608e-107,1.0642990997302931e-106,-0.001098646290331174
cMono,MYBL2,4.1293126607220134e-83,8.113870818577388e-83,-0.0010686324524428054
cMono,MYC,5.377373029136553e-92,1.1783749539157261e-91,-0.00040450903134936836
cMono,MYCN,2.9575187603350967e-13,3.4727204848477154e-13,6.819327479392484e-05
cMono,MYF5,1.922925893100486e-74,3.447670161872083e-74,-0.0012184269410987214
cMono,MYF6,2.7244530627633963e-47,3.868723349124023e-47,-0.001132299190992484
cMono,MYNN,2.183972717955117e-124,8.67884680829179e-124,-0.0012402678810585488
cMono,MYOD1,2.8524968707053963e-46,4.018398369446094e-46,-0.00099844905765889
cMono,MYOG,8.124399310594558e-101,2.0503519587163992e-100,-0.0010923767810327662
cMono,MYPOP,2.1868080776754925e-156,1.75109067874015e-155,0.002269211968639731
cMono,MYRF,3.9244370463246465e-94,8.893383705736837e-94,-0.0011636791007987313
cMono,MYT1L,3.6854628804937116e-177,4.220449427662154e-176,-0.0007499192746712284
cMono,MZF1,5.875822929405956e-09,6.628973961670915e-09,-2.8255390145615067e-05
cMono,NAIF1,1.87891935481104e-144,1.1702041595752967e-143,0.0006688962552523631
cMono,NANOG,6.13794584279651e-75,1.102346091497181e-74,-0.00032462023311628525
cMono,NEUROD1,8.492172963991676e-167,8.147895681667689e-166,0.0006014630793285012
cMono,NEUROD2,1.0892081056348889e-23,1.348844921512973e-23,-7.456297276735302e-05
cMono,NEUROG1,1.113019944857664e-132,5.1314555899281915e-132,0.0011548404453209649
cMono,NEUROG2,5.66565359899354e-162,4.94583695321977e-161,0.0005203004272005991
cMono,NEUROG3,7.367780682799645e-66,1.2241320479222498e-65,0.0005160421360698077
cMono,NFAT5,2.840117773524424e-105,7.836076240423605e-105,-0.00027444892752840483
cMono,NFATC1,2.416980029108667e-69,4.1383982813516567e-69,-0.0004517662059446703
cMono,NFATC2,8.034633357633474e-186,1.0696105657349562e-184,-0.0014124249236014408
cMono,NFATC3,4.020077156503767e-223,1.1571303166693275e-221,-0.0006716421873135987
cMono,NFATC4,1.5228343369963018e-131,6.785851752724107e-131,-0.0008809747084780623
cMono,NFE2,1.4585431424996511e-170,1.4517275203384378e-169,0.021952846728145847
cMono,NFE2L1,5.345093934278299e-184,6.942103707324864e-183,0.0160791704711874
cMono,NFE2L2,5.952344056716937e-176,6.6473040540377e-175,0.01705795846120417
cMono,NFIA,5.161445844114321e-237,1.9631927942791972e-235,0.0009456233553373425
cMono,NFIB,1.6731511722117994e-136,8.692224382466177e-136,0.0008090323524931678
cMono,NFIC,4.370976798754599e-36,5.870227352677992e-36,0.000255871803502941
cMono,NFIL3,7.194267272072265e-132,3.246565527439391e-131,0.009769795858507346
cMono,NFIX,1.7877799603310054e-81,3.4430120393354806e-81,0.0009720777385164442
cMono,NFKB1,1.5229344703892615e-139,8.536448478760862e-139,-0.004354508107138486
cMono,NFKB2,5.464161311753658e-84,1.083674450096396e-83,-0.0020989229745359862
cMono,NFYA,0.28061376060678445,0.2879129624722788,0.0004217418917787652
cMono,NFYB,3.3955512242778563e-09,3.8429989945333864e-09,0.0011394146366397462
cMono,NHLH1,1.1180763334992165e-131,5.024267068255972e-131,-0.002684021772398612
cMono,NHLH2,2.913774254795969e-107,8.386944814480289e-107,-0.003038323613492183
cMono,NKX1-1,6.364812423576429e-32,8.337669410958054e-32,8.928902893974057e-06
cMono,NKX1-2,5.707413404620574e-74,1.014757141222189e-73,-9.527996229426324e-05
cMono,NKX2-2,1.542982911460983e-135,7.825127622409271e-135,-0.00043071698922776463
cMono,NKX2-3,5.707186817235291e-100,1.4037307067795809e-99,-0.00042936257991384695
cMono,NKX2-4,2.8731927758972536e-142,1.6812913771047115e-141,-0.000530596930185691
cMono,NKX2-5,1.7854033804797044e-123,6.914380364403218e-123,-0.0005549491800073457
cMono,NKX2-6,1.1838192573790531e-190,1.7757288860685797e-189,-0.00045024950045095304
cMono,NKX2-8,1.5167681748850282e-131,6.785851752724107e-131,-0.0006403801654245051
cMono,NKX3-1,5.516837970844447e-122,2.076124536731214e-121,-0.0009693869085125508
cMono,NKX3-2,1.773381464363263e-102,4.6064664866996954e-102,-0.0010477523628086467
cMono,NKX6-1,0.026954944500744496,0.028338613912431282,0.00021175862820806048
cMono,NKX6-2,4.255805831493054e-31,5.547653868470137e-31,0.0005903697219985585
cMono,NKX6-3,8.558329763917701e-21,1.045254724606921e-20,0.0005100060784556416
cMono,NOBOX,0.004712158188269487,0.004998454651899405,0.00011484198066988652
cMono,NOTO,0.00026785400710464406,0.0002881459773398444,0.0001539831009375334
cMono,NPAS2,5.494840078337428e-31,7.154039955292616e-31,-0.0004861278502388353
cMono,NR1D1,1.6671240317101575e-114,5.429624139973449e-114,0.0028872528087861282
cMono,NR1D2,0.0,0.0,0.0013954674262328624
cMono,NR1H4,5.529335173938863e-137,2.91521879220044e-136,0.002764194992344468
cMono,NR1I2,2.774231499722652e-57,4.2572860910729465e-57,-0.00028078939230569405
cMono,NR1I3,8.055090254913632e-147,5.262988418087741e-146,-0.0006883666505049001
cMono,NR2C1,1.4259730234225703e-33,1.8841951240012873e-33,-0.00022226408989276664
cMono,NR2C2,1.4780703165594442e-118,5.282365393073182e-118,-0.004068514012413385
cMono,NR2E1,1.0470403308116542e-106,2.965686043389393e-106,0.0019153368455807687
cMono,NR2E3,3.683547282745066e-227,1.1208508160352843e-225,0.0009117002008748338
cMono,NR2F1,6.867432238141649e-212,1.5237115278376782e-210,0.0016499750490794785
cMono,NR2F2,2.3652626373519042e-175,2.5704129681426303e-174,0.0018645427287875133
cMono,NR2F6,3.1261719232615065e-77,5.710760031343919e-77,-0.0003078661147151323
cMono,NR3C1,2.272510016829354e-80,4.31412329398086e-80,-0.00015272195580224614
cMono,NR3C2,1.0993458956943163e-116,3.7646410897570636e-116,-0.00038307724662958384
cMono,NR4A1,2.920605231439964e-139,1.611629311649514e-138,0.0017161785235617968
cMono,NR4A2,1.4092150164398328e-58,2.1941725036672836e-58,0.0006206551340961347
cMono,NR4A3,1.3790210903997608e-91,3.003389491361442e-91,0.0007586238683001036
cMono,NR5A1,8.919134394728697e-162,7.599102504308849e-161,0.0013231633001906384
cMono,NR5A2,3.148440719508622e-272,2.095680853922927e-270,0.0016386789243803997
cMono,NR6A1,8.83332107931774e-250,4.703743474736697e-248,0.0008943483409787137
cMono,NRF1,7.846218730271812e-174,8.034829757441807e-173,-0.002736329545411864
cMono,NRL,7.028342499965545e-203,1.3366401361541618e-201,0.0002675176834480153
cMono,OLIG1,0.485033177736804,0.49290108233749647,7.750179813901376e-05
cMono,OLIG2,0.01819478062941021,0.01918558551517017,2.6997521914391004e-05
cMono,OLIG3,7.443394061677411e-28,9.425938972278767e-28,0.0004980033191842696
cMono,ONECUT1,2.229167857092738e-89,4.7481275356075315e-89,-0.0010943596751544016
cMono,ONECUT2,3.568158885895632e-135,1.7757426231209573e-134,-0.0007905321493454631
cMono,ONECUT3,3.96946001787464e-117,1.372556791894965e-116,-0.0004086352617619915
cMono,OSR1,1.0467185782424343e-102,2.7457026744536765e-102,-0.0009312332628373457
cMono,OSR2,8.486684323890385e-192,1.29118840070618e-190,-0.0009992071132723327
cMono,OTP,1.2166205534655462e-94,2.7864535256791544e-94,-0.00020391005329587782
cMono,OTX1,1.9703236297932362e-70,3.423156061549423e-70,0.0006046758034618863
cMono,OTX2,4.384427534059763e-107,1.2518539742020502e-106,0.0007694819651605997
cMono,OVOL1,1.2126290647162383e-58,1.8936216333178796e-58,-0.0003996565460194605
cMono,OVOL2,1.1112480424800191e-113,3.5646962808470495e-113,-0.0008625789040140174
cMono,PATZ1,1.1815681267097413e-124,4.730714492277724e-124,-0.0012465684512703874
cMono,PAX1,2.174160630382765e-41,3.018880145185978e-41,-0.00016454892322478876
cMono,PAX2,6.894008687591611e-166,6.497450665738996e-165,0.00036336666210146085
cMono,PAX3,1.3257214355609078e-08,1.4893389545067159e-08,0.0003527809877597772
cMono,PAX4,0.03517314181987321,0.036797049153403705,0.00013864559945049506
cMono,PAX5,2.5656785739501844e-34,3.402799104927704e-34,-8.73734137497098e-05
cMono,PAX6,2.3097300340267042e-125,9.388788115413894e-125,-0.0003548170352679174
cMono,PAX7,9.161695438473471e-08,1.0249165590309083e-07,-0.00011066044034642453
cMono,PAX8,3.9102275029811255e-33,5.147580087360815e-33,0.00036573552723133396
cMono,PAX9,1.9023151219620306e-99,4.6573921951484195e-99,0.0005954165599637018
cMono,PBX1,2.5013890667913528e-101,6.403796529165362e-101,-0.0012832478658438562
cMono,PBX2,2.8936162100939094e-62,4.6621804292738486e-62,-0.0003044131937474425
cMono,PBX3,0.6793758012459792,0.6871179756191528,0.0004920381422881259
cMono,PBX4,1.7782250263412392e-11,2.0607286757926222e-11,-0.00010086317156375937
cMono,PDX1,1.245078466855671e-77,2.282286690535782e-77,0.001280335421593136
cMono,PGR,2.1132430990062294e-74,3.782527563767453e-74,-0.00036384624983103186
cMono,PHF1,7.408802333851777e-103,1.9530629914733027e-102,-0.0005340210065300499
cMono,PHOX2A,2.121198994652344e-10,2.423902284661745e-10,0.0005585385066285281
cMono,PHOX2B,1.1335396833959045e-51,1.662837138865893e-51,0.00014308257523676024
cMono,PITX1,1.3036474755880578e-79,2.4443390167276084e-79,0.0008009652800539824
cMono,PITX2,1.6799676601246803e-246,8.519835990632306e-245,0.0007273074101729424
cMono,PITX3,4.468620904490395e-187,6.10138623497727e-186,0.0011509542740205797
cMono,PKNOX1,5.844240485555225e-70,1.0120514011571242e-69,-0.0034531968961464543
cMono,PKNOX2,1.6250801151413057e-65,2.6874383891700163e-65,-0.003859912753376077
cMono,PLAG1,8.526446531649707e-27,1.0708332023828937e-26,-5.166582312685075e-05
cMono,PLAGL1,6.485655466003916e-97,1.5349384602875936e-96,-0.0007480163311402478
cMono,PLAGL2,6.599052330343275e-85,1.3335845790921418e-84,-0.000756706300830759
cMono,POGK,3.8559062838564733e-112,1.2078059389138659e-111,-0.0007353482158476907
cMono,POU1F1,6.092763196700251e-147,4.005427657089979e-146,0.0020469929293559924
cMono,POU2F1,4.513378779637536e-53,6.722725035404161e-53,1.5706135878342122e-05
cMono,POU2F2,2.7942771378460197e-50,4.0543666918338023e-50,-0.0009317861448464512
cMono,POU2F3,1.9454118991568279e-28,2.47534488960815e-28,-0.00037716683524473965
cMono,POU3F1,1.5808409743187237e-05,1.7214679321568925e-05,5.142305669607631e-05
cMono,POU3F2,6.609807103898018e-29,8.450713764287382e-29,-0.00010570725057553257
cMono,POU3F3,3.8640231535435235e-20,4.7030681811701174e-20,-0.0003001644646746446
cMono,POU3F4,2.4649487369624523e-18,2.983148187346604e-18,-3.855278974547135e-05
cMono,POU4F1,1.0138211625644396e-33,1.3412665069951902e-33,0.0008089976385653383
cMono,POU4F2,5.6232087726641145e-64,9.171083220348058e-64,0.0015461683392463225
cMono,POU4F3,5.31339813948403e-99,1.2949128188902726e-98,-0.00015561615759002818
cMono,POU5F1,1.1767107421923168e-92,2.599993652354393e-92,0.0006476723764488896
cMono,POU5F1B,6.212568029083367e-101,1.5715878743405665e-100,-0.00037091107386873646
cMono,POU6F1,5.222314735617524e-09,5.89794824330081e-09,2.9355686082723625e-05
cMono,POU6F2,0.28333496897766985,0.2904251606941467,0.00042783201603048895
